name,text,pseudo_gloss
train/27June_2011_Monday_heute-2466,also die sommerliche periode es kurz tropisch die nacht im westen mit zwanzig grad dafür schlafen sie im osten wesentlich besser bei zehn bis vierzehn,also sommerlich Periode es kurz tropisch Nacht Westen zwanzig Grad dafür schlafen sie Osten wesentlich gut zehn vierzehn
train/27June_2011_Monday_heute-2468,sonst bis zu neunundzwanzig grad aber im westen da wird es fast unerträglich dreiunddreißig bis fünfunddreißig grad,sonst bis zu neunundzwanzig Grad Westen da es fast unerträglich dreiunddreißig fünfunddreißig Grad
train/27June_2011_Monday_heute-2469,da scheint wieder die sonne ähnlich wie heute den ganzen tag über und dann bilden sich westlich des rheins abends die ersten quellwolken vereinzelt gibt es schon mal gewitter die dann am mittwoch aber durchziehen und bringen kühleres wetter von westen,da scheinen wieder Sonne ähnlich heute ganz Tag dann bilden sich westlich rheins abends erster quellwolken vereinzelt geben es schon mal Gewitter der dann Mittwoch aber durchziehen bringen kühleres Wetter Westen
train/27June_2011_Monday_heute-2470,und was dann folgt am donnerstag und freitag sieht ziemlich gewöhnlich aus,was dann folgen Donnerstag Freitag sehen ziemlich gewöhnlich
train/27June_2011_Monday_heute-2471,ihnen noch einen schönen abend und machen sie es gut,ihnen noch schön abend machen sie es gut
train/15September_2010_Wednesday_heute-2472,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/15September_2010_Wednesday_heute-2473,der sturm an den küsten flaut etwas ab aber es bleibt im norden noch stürmisch,Sturm Küste flauen etwas es bleiben Norden noch stürmisch
train/15September_2010_Wednesday_heute-2474,wir haben ein sturmtief über dänemark das jetzt weiterzieht richtung südschweden viel regen fällt dabei heute nacht noch an den küsten,wir haben Sturmtief Dänemark der jetzt weiterziehen richtung Südschweden Regen fallen dabei heute nacht noch Küste
train/15September_2010_Wednesday_heute-2475,auch morgen gibt es schauer und es kommt noch mal etwas kühlere luft aus dem nordwesten zu uns,auch morgen geben es Schauer es kommen noch mal kühl Luft Nordwesten uns
train/15September_2010_Wednesday_heute-2477,heute nacht also recht kräftiger regen an den küsten vielleicht auch noch ein einzelnes gewitter sonst am nordrand der mittelgebirge auch den regen und an den alpen,heute nachen also recht kräftig Regen Küste vielleicht auch noch einzeln Gewitter sonst Nordrand Mittelgebirge auch Regen alpen
train/15September_2010_Wednesday_heute-2478,dort wird es auch morgen noch einzelne schauer geben,dort es auch morgen noch einzeln Schauer geben
train/15September_2010_Wednesday_heute-2480,aber da gibt es viele regenschauer und anfangs am vormittag an der ostsee wahrscheinlich auch gewitter,da geben es Regenschauer anfangs Vormittag Ostsee wahrscheinlich auch Gewitter
train/15September_2010_Wednesday_heute-2481,es ist stürmisch in dieser nacht noch also bis windstärke zehn müssen wir noch rechnen einzelne böen vor allen dingen an der ostsee jetzt in den nächsten stunden auch wieder an der nordsee,es stürmisch Nacht noch also Windstärke zehn wir noch rechnen einzeln böen dingen Ostsee jetzt nächster Stunde auch wieder Nordsee
train/15September_2010_Wednesday_heute-2482,und morgen er flaut ein bisschen ab der sturm windstärke etwa sechs bis acht,morgen er flauen bisschen Sturm Windstärke etwa sechs acht
train/15September_2010_Wednesday_heute-2483,ja die temperaturen dann auch nur noch vierzehn bis sechzehn grad in norddeutschland bis achtzehn im süden,ja temperaturen dann auch nur noch vierzehn sechzehn Grad Norddeutschland achtzehn Süden
train/15September_2010_Wednesday_heute-2484,die nächsten tage eigentlich ganz genauso freitag also schauriges und windiges wetter in norddeutschland,nächster Tag eigentlich ganz genauso Freitag also schaurig windig Wetter Norddeutschland
train/15September_2010_Wednesday_heute-2485,aber dann am wochenende ein paar schauer an den küsten ein paar an den alpen aber zwischendrin sieht es auch sehr freundlich aus,dann Wochenende Schauer Küste paar alpen zwischendrin sehen es auch sehr freundlich
train/15September_2010_Wednesday_heute-2486,ihnen einen schönen abend und machen sie es gut,ihnen schön abend machen sie es gut
train/31July_2010_Saturday_tagesschau-2487,und nun die wettervorhersage für morgen sonntag den ersten august,nun Wettervorhersage morgen Sonntag erster August
train/31July_2010_Saturday_tagesschau-2488,der osten und südosten deutschlands profitieren morgen noch von hochdruckeinfluss,osten Südosten Deutschland profitieren morgen noch Hochdruckeinfluss
train/31July_2010_Saturday_tagesschau-2489,die nordwesthälfte wird dagegen von einem tief mit wolken und kühlerer luft versorgt schauer und gewitter inklusive,Nordwesthälfte dagegen einer tief Wolke kühleer Luft versorgen Schauer Gewitter
train/31July_2010_Saturday_tagesschau-2490,schon in der nacht gibt es im westen und norden hier und da schauer die teilweise kräftig sein können,schon Nacht geben es Westen Norden hier da Schauer der teilweise kräftig
train/31July_2010_Saturday_tagesschau-2491,im osten und süden verbreitet klar oder nur locker bewölkt und dort scheint morgen auch noch für längere zeit die sonne,Osten Süden verbreiten klar nur locker bewölkt dort scheinen morgen auch noch lang Zeit Sonne
train/31July_2010_Saturday_tagesschau-2492,in der nordwesthälfte gebietsweise zum teil kräftige schauer am nachmittag sind auch gewitter dabei,Nordwesthälfte gebietsweise Teil kräftig Schauer Nachmittag auch Gewitter dabei
train/31July_2010_Saturday_tagesschau-2493,dann sind auch sturmböen möglich sonst schwacher bis mäßiger wind aus süd bis südwest in der nordwesthälfte später aus westlichen richtungen,dann auch Sturmbö möglich sonst schwach mäßig Wind Süd Südwest Nordwesthälfte spät westlich richtungen
train/31July_2010_Saturday_tagesschau-2494,kühle acht grad heute nacht in niederbayern bis achtzehn grad an der spree,kühl acht Grad heute Nacht Niederbayern achtzehn Grad Spree
train/31July_2010_Saturday_tagesschau-2495,an der nordsee morgen einundzwanzig in der lausitz bis dreißig grad,Nordsee morgen einundzwanzig Lausitz dreißig Grad
train/31July_2010_Saturday_tagesschau-2496,am montag wird es überall wechselhaft vor allem im osten und süden gibt es zum teil gewittrige und ergiebige regenfälle,Montag es überall wechselhaft alle Osten Süden geben es Teil gewittrig ergiebig regenfälle
train/31July_2010_Saturday_tagesschau-2497,am dienstag wird es langsam wieder etwas freundlicher,Dienstag es langsam wieder etwas freundlich
train/31July_2010_Saturday_tagesschau-2498,am mittwoch ziehen von nordwesten erneut teilweise kräftige schauer und gewitter heran,Mittwoch ziehen Nordwesten erneut teilweise kräftig Schauer Gewitter heran
train/09February_2011_Wednesday_tagesschau-2499,und nun die wettervorhersage für morgen donnerstag den zehnten februar,nun Wettervorhersage morgen Donnerstag zehnter Februar
train/09February_2011_Wednesday_tagesschau-2500,das hoch das heute unser wetter bestimmt hat zieht sich zurück gibt aber noch morgen im süden deutschlands den ton an,hoch der heute Wetter bestimmen ziehen sich zurück geben aber noch morgen Süden Deutschland ton
train/09February_2011_Wednesday_tagesschau-2501,die nordwesthälfte erreichen morgen abend regenwolken eines tiefs das nach großbritannien zieht,Nordwesthälfte erreichen morgen abend regenwolke tief der Großbritannien ziehen
train/09February_2011_Wednesday_tagesschau-2502,die nacht verläuft gebietsweise klar nebelfelder gibt es vor allem in den niederungen süddeutschlands,Nacht verlaufen gebietsweise klar nebelfelder geben es alle niederungen süddeutschlands
train/09February_2011_Wednesday_tagesschau-2503,über die mitte und den süden ziehen einige wolken,Mitte Süden ziehen Wolke
train/09February_2011_Wednesday_tagesschau-2504,tagsüber ist es im süden teils neblig trüb teils freundlich sonst ziehen einige wolken durch zwischen denen sich auch mal die sonne zeigt,tagsüber es Süden teils neblig trüb teils freundlich sonst ziehen Wolke der sich auch mal Sonne zeigen
train/09February_2011_Wednesday_tagesschau-2505,der wind weht im süden schwach im norden mäßig in nordfriesland auch frisch,Wind wehen Süden schwach Norden mäßig Nordfriesland auch frisch
train/09February_2011_Wednesday_tagesschau-2506,heute nacht plus drei bis minus fünf grad an den alpen werte darunter,heute Nacht drei minus fünf Grad alpen werte darunter
train/09February_2011_Wednesday_tagesschau-2507,am tag zwei grad bei dauernebel an der donau und zwölf grad im westen,Tag zwei Grad dauernebel Donau zwölf Grad Westen
train/09February_2011_Wednesday_tagesschau-2508,am freitag viele wolken gebietsweise regnet es,Freitag Wolke gebietsweise regnen es
train/09February_2011_Wednesday_tagesschau-2509,am samstag im nordosten etwas sonne aber kalt,Samstag Nordosten Sonne kalt
train/09February_2011_Wednesday_tagesschau-2510,sonst viele wolken stellenweise etwas regen,sonst Wolke stellenweise Regen
train/09February_2011_Wednesday_tagesschau-2511,am sonntag regnet es hier und da im nordosten gefrierender regen oder schnee,Sonntag regnen es hier da Nordosten gefrierend Regen Schnee
train/10February_2010_Wednesday_tagesschau-2512,und nun die wettervorhersage für morgen donnerstag den elften februar,nun Wettervorhersage morgen Donnerstag elfter Februar
train/10February_2010_Wednesday_tagesschau-2513,das tief das sich von mitteleuropa bis in den mittelmeerraum erstreckt bringt uns morgen und auch am freitag unbeständiges winterwetter,tief der sich Mitteleuropa Mittelmeerraum erstrecken bringen uns morgen auch Freitag unbeständig Winterwetter
train/10February_2010_Wednesday_tagesschau-2516,heute nacht fällt im südosten verbreitet schnee dieser breitet sich im laufe der nacht bis in die mitte aus,heute Nacht fallen Südosten verbreiten Schnee dieser breiten sich laufe Nacht Mitte
train/10February_2010_Wednesday_tagesschau-2517,auch sonst schneit es stellenweise vorsicht wegen glätte,auch sonst schneien es stellenweise Vorsicht glätte
train/10February_2010_Wednesday_tagesschau-2518,am tag schneit es im süden für längere zeit auch in der mitte schneit es zeitweise im norden nur wenig,Tag schneien es Süden lang Zeit auch Mitte schneien es zeitweise Norden nur wenig
train/10February_2010_Wednesday_tagesschau-2519,im süden weht der wind schwach sonst mäßig bis frisch auf den bergen sind sturmböen mit schneeverwehungen möglich,Süden wehen Wind schwach sonst mäßig frisch bergen Sturmbö Schneeverwehung möglich
train/10February_2010_Wednesday_tagesschau-2520,heute nacht werte zwischen minus drei und minus dreizehn grad,heute Nacht werten zwischen minus drei minus dreizehn Grad
train/10February_2010_Wednesday_tagesschau-2521,am tag minus ein grad am meer bis minus sechs grad in teilen bayerns,Tag minus Grad Meer Minus sechs Grad Teil Bayern
train/10February_2010_Wednesday_tagesschau-2522,am freitag weitere schneefälle am meisten fällt vom nordosten bis in die mitte an der ostsee ist es sehr windig,Freitag weit schneefälle meister fallen Nordosten Mitte Ostsee es sehr windig
train/25November_2010_Thursday_tagesschau-2525,und nun die wettervorhersage für morgen freitag den sechsundzwanzigsten november,nun Wettervorhersage morgen Freitag sechsundzwanzigster November
train/25November_2010_Thursday_tagesschau-2526,ein tief sorgt im süden und osten deutschlands in der nacht und morgen tagsüber für schnee oder schneeregen,tief sorgen Süden Osten Deutschland Nacht morgen tagsüber Schnee Schneeregen
train/25November_2010_Thursday_tagesschau-2531,der wind weht schwach bis mäßig aus unterschiedlichen richtungen,Wind wehen schwach mäßig unterschiedlich Richtung
train/25November_2010_Thursday_tagesschau-2532,heute nacht null grad auf den ostfriesischen inseln bis minus acht grad wo es aufklart,heute Nacht null Grad ostfriesisch inseln minus acht Grad es aufklaren
train/25November_2010_Thursday_tagesschau-2533,am tag minus zwei grad im mittleren bergland und plus drei grad am rhein,Tag zwei Grad mittlerer bergland drei Grad rhein
train/25November_2010_Thursday_tagesschau-2534,am samstag ist es teilweise freundlich teilweise aber auch stärker bewölkt,Samstag es teilweise freundlich teilweise auch stark bewölkt
train/25November_2010_Thursday_tagesschau-2535,schneeschauer sind selten,Schneeschauer selten
train/25November_2010_Thursday_tagesschau-2537,am montag muss in der südhälfte gebietsweise mit schneefall gerechnet werden,Montag Südhälfte gebietsweise Schneefall rechnen
train/25November_2010_Thursday_tagesschau-2538,sonst liegen die wolken unterschiedlich dicht beieinander,sonst liegen Wolke unterschiedlich dicht beieinander
train/12January_2010_Tuesday_heute-2539,liebe zuschauer guten abend,lieb Zuschauer gut abend
train/12January_2010_Tuesday_heute-2540,der januar war bislang fast überall ein paar grad kälter als normal,Januar bislang fast überall paar grad kält normal
train/12January_2010_Tuesday_heute-2541,am kältesten in nordrhein westfalen in sachsen und auch in sachsen anhalt,kälte nordrhein westfalen Sachsen auch Sachsen Anhalt
train/12January_2010_Tuesday_heute-2542,und so wie es aussieht geht die kälte auch erstmal weiter mit kleinen einschränkungen das heißt etwas mildere luft teilweise auch eisregen oder regen im südwesten,so es aussehen gehen kälte auch erstmal weiter klein Einschränkung der heißen etwas mild Luft teilweise auch eisregen Regen Südwesten
train/12January_2010_Tuesday_heute-2547,es kann aber auch eben eisregen oder auch mal regen geben,es aber auch eben eisregen auch mal regen geben
train/12January_2010_Tuesday_heute-2548,und dabei kann es eben sehr glatt werden auf den straßen,dabei es eben sehr glatt Straße
train/12January_2010_Tuesday_heute-2549,im norden stürmischer wind böen der stärke neun an der nordsee sonst dazwischen zum teil sonne auch mal,Norden stürmisch Wind Böen Stärke neun Nordsee sonst dazwischen Teil Sonne auch mal
